T,beta,alpha,threshold,surrogate,learn_threshold,aggregator,attack,f,gamma,seed,nb_steps,eval_delta,lr,n_eval_points,final_test_accuracy,max_test_accuracy,run_dir
25,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_ALittleIsEnough_neg1,4,0.33,45,500,50,0.1,11,0.098,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_ALittleIsEnough_neg1,4,0.33,46,500,50,0.1,11,0.098,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_ALittleIsEnough_neg1,4,0.33,42,500,50,0.1,11,0.098,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_ALittleIsEnough_neg1,4,0.33,43,500,50,0.1,11,0.098,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_ALittleIsEnough_neg1,4,0.33,44,500,50,0.1,11,0.098,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_ALittleIsEnough_neg1,4,0.33,45,500,50,0.1,11,0.098,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_ALittleIsEnough_neg1,4,0.33,46,500,50,0.1,11,0.098,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_ALittleIsEnough_neg1,4,0.33,42,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_ALittleIsEnough_neg1,4,0.33,43,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_ALittleIsEnough_neg1,4,0.33,44,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_ALittleIsEnough_neg1,4,0.33,45,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_ALittleIsEnough_neg1,4,0.33,46,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,42,500,50,0.1,11,0.0807,0.1268,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,43,500,50,0.1,11,0.0635,0.1268,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,44,500,50,0.1,11,0.0977,0.1268,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,45,500,50,0.1,11,0.0972,0.1268,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,46,500,50,0.1,11,0.0979,0.1268,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,42,500,50,0.1,11,0.0199,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,43,500,50,0.1,11,0.0903,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,44,500,50,0.1,11,0.0952,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,45,500,50,0.1,11,0.0965,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,46,500,50,0.1,11,0.0384,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,42,500,50,0.1,11,0.098,0.1865,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,43,500,50,0.1,11,0.098,0.1865,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,44,500,50,0.1,11,0.1135,0.1865,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,45,500,50,0.1,11,0.098,0.1865,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,46,500,50,0.1,11,0.098,0.1865,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,42,500,50,0.1,11,0.098,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,43,500,50,0.1,11,0.1135,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,44,500,50,0.1,11,0.1135,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,45,500,50,0.1,11,0.098,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,46,500,50,0.1,11,0.1135,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,42,500,50,0.1,11,0.1032,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,43,500,50,0.1,11,0.1032,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,44,500,50,0.1,11,0.1135,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,45,500,50,0.1,11,0.1135,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,46,500,50,0.1,11,0.1032,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,42,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,43,500,50,0.1,11,0.101,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,44,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,45,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,MultiKrum,Optimal_InnerProductManipulation,4,0.33,46,500,50,0.1,11,0.1032,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,42,500,50,0.1,11,0.4923,0.4949,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,43,500,50,0.1,11,0.4498,0.5043,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,44,500,50,0.1,11,0.455,0.4713,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,45,500,50,0.1,11,0.4995,0.4995,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,46,500,50,0.1,11,0.4214,0.5349,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,42,500,50,0.1,11,0.4569,0.4569,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,43,500,50,0.1,11,0.4865,0.4934,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,44,500,50,0.1,11,0.4906,0.4906,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,45,500,50,0.1,11,0.4949,0.5116,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,46,500,50,0.1,11,0.5007,0.5963,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,42,500,50,0.1,11,0.5152,0.6136,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,43,500,50,0.1,11,0.4141,0.5138,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,44,500,50,0.1,11,0.4116,0.4116,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,45,500,50,0.1,11,0.4636,0.5019,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,46,500,50,0.1,11,0.5297,0.5463,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,42,500,50,0.1,11,0.1028,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,43,500,50,0.1,11,0.098,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,MultiKrum,SignFlipping,4,0.33,44,500,50,0.1,11,0.1028,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_MultiKrum_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
