model,gamma,f,aggregator,attack,accuracy
cnn_tanh,0.66,2,MultiKrum,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,0.66,3,MultiKrum,Optimal_ALittleIsEnough_neg1,0.97
cnn_tanh,0.66,4,MultiKrum,Optimal_ALittleIsEnough_neg1,0.92
cnn_tanh,0.66,5,MultiKrum,Optimal_ALittleIsEnough_neg1,0.89
cnn_tanh,1.0,0,MultiKrum,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,1.0,1,MultiKrum,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,1.0,2,MultiKrum,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,1.0,3,MultiKrum,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,1.0,4,MultiKrum,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,1.0,5,MultiKrum,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,0.0,0,MultiKrum,SignFlipping,0.98
cnn_tanh,0.0,1,MultiKrum,SignFlipping,0.87
cnn_tanh,0.0,2,MultiKrum,SignFlipping,0.74
cnn_tanh,0.0,3,MultiKrum,SignFlipping,0.61
cnn_tanh,0.0,4,MultiKrum,SignFlipping,0.35
cnn_tanh,0.0,5,MultiKrum,SignFlipping,0.18
cnn_tanh,0.33,0,MultiKrum,SignFlipping,0.98
cnn_tanh,0.33,1,MultiKrum,SignFlipping,0.97
cnn_tanh,0.33,2,MultiKrum,SignFlipping,0.93
cnn_tanh,0.33,3,MultiKrum,SignFlipping,0.67
cnn_tanh,0.33,4,MultiKrum,SignFlipping,0.51
cnn_tanh,0.33,5,MultiKrum,SignFlipping,0.18
cnn_tanh,0.66,0,MultiKrum,SignFlipping,0.98
cnn_tanh,0.66,1,MultiKrum,SignFlipping,0.97
cnn_tanh,0.66,2,MultiKrum,SignFlipping,0.97
cnn_tanh,0.66,3,MultiKrum,SignFlipping,0.95
cnn_tanh,0.66,4,MultiKrum,SignFlipping,0.94
cnn_tanh,0.66,5,MultiKrum,SignFlipping,0.94
cnn_tanh,1.0,0,MultiKrum,SignFlipping,0.98
cnn_tanh,1.0,1,MultiKrum,SignFlipping,0.98
cnn_tanh,1.0,2,MultiKrum,SignFlipping,0.97
cnn_tanh,1.0,3,MultiKrum,SignFlipping,0.97
cnn_tanh,1.0,4,MultiKrum,SignFlipping,0.97
cnn_tanh,1.0,5,MultiKrum,SignFlipping,0.96
cnn_tanh,0.0,0,MultiKrum,Optimal_InnerProductManipulation,0.98
cnn_tanh,0.0,1,MultiKrum,Optimal_InnerProductManipulation,0.8
cnn_tanh,0.0,2,MultiKrum,Optimal_InnerProductManipulation,0.27
cnn_tanh,0.0,3,MultiKrum,Optimal_InnerProductManipulation,0.21
cnn_tanh,0.0,4,MultiKrum,Optimal_InnerProductManipulation,0.18
cnn_tanh,0.0,5,MultiKrum,Optimal_InnerProductManipulation,0.18
cnn_tanh,0.33,0,MultiKrum,Optimal_InnerProductManipulation,0.98
cnn_tanh,0.33,1,MultiKrum,Optimal_InnerProductManipulation,0.85
cnn_tanh,0.33,2,MultiKrum,Optimal_InnerProductManipulation,0.81
cnn_tanh,0.33,3,MultiKrum,Optimal_InnerProductManipulation,0.59
cnn_tanh,0.33,4,MultiKrum,Optimal_InnerProductManipulation,0.27
cnn_tanh,0.33,5,MultiKrum,Optimal_InnerProductManipulation,0.18
cnn_tanh,0.66,0,MultiKrum,Optimal_InnerProductManipulation,0.98
cnn_tanh,0.66,1,MultiKrum,Optimal_InnerProductManipulation,0.96
cnn_tanh,0.66,2,MultiKrum,Optimal_InnerProductManipulation,0.96
cnn_tanh,0.66,3,MultiKrum,Optimal_InnerProductManipulation,0.96
cnn_tanh,0.66,4,MultiKrum,Optimal_InnerProductManipulation,0.95
cnn_tanh,0.66,5,MultiKrum,Optimal_InnerProductManipulation,0.94
cnn_tanh,1.0,0,MultiKrum,Optimal_InnerProductManipulation,0.98
cnn_tanh,1.0,1,MultiKrum,Optimal_InnerProductManipulation,0.98
cnn_tanh,1.0,2,MultiKrum,Optimal_InnerProductManipulation,0.97
cnn_tanh,1.0,3,MultiKrum,Optimal_InnerProductManipulation,0.97
cnn_tanh,1.0,4,MultiKrum,Optimal_InnerProductManipulation,0.96
cnn_tanh,1.0,5,MultiKrum,Optimal_InnerProductManipulation,0.96
cnn_tanh,0.0,0,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,0.0,1,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.94
cnn_tanh,0.0,2,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.84
cnn_tanh,0.0,3,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.61
cnn_tanh,0.0,4,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.26
cnn_tanh,0.0,5,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.25
cnn_tanh,0.33,0,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,0.33,1,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,0.33,2,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.95
cnn_tanh,0.33,3,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.89
cnn_tanh,0.33,4,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.83
cnn_tanh,0.33,5,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.7
cnn_tanh,0.66,0,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,0.66,1,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,0.66,2,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,0.66,3,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.97
cnn_tanh,0.66,4,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.94
cnn_tanh,0.66,5,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.93
cnn_tanh,1.0,0,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,1.0,1,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,1.0,2,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,1.0,3,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,1.0,4,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,1.0,5,CenteredClipping,Optimal_ALittleIsEnough_neg1,0.98
cnn_tanh,0.0,0,CenteredClipping,SignFlipping,0.98
cnn_tanh,0.0,1,CenteredClipping,SignFlipping,0.87
cnn_tanh,0.0,2,CenteredClipping,SignFlipping,0.75
cnn_tanh,0.0,3,CenteredClipping,SignFlipping,0.63
cnn_tanh,0.0,4,CenteredClipping,SignFlipping,0.44
cnn_tanh,0.0,5,CenteredClipping,SignFlipping,0.24
cnn_tanh,0.33,0,CenteredClipping,SignFlipping,0.98
cnn_tanh,0.33,1,CenteredClipping,SignFlipping,0.97
cnn_tanh,0.33,2,CenteredClipping,SignFlipping,0.93
cnn_tanh,0.33,3,CenteredClipping,SignFlipping,0.67
cnn_tanh,0.33,4,CenteredClipping,SignFlipping,0.55
cnn_tanh,0.33,5,CenteredClipping,SignFlipping,0.44
cnn_tanh,0.66,0,CenteredClipping,SignFlipping,0.98
cnn_tanh,0.66,1,CenteredClipping,SignFlipping,0.97
cnn_tanh,0.66,2,CenteredClipping,SignFlipping,0.96
cnn_tanh,0.66,3,CenteredClipping,SignFlipping,0.94
cnn_tanh,0.66,4,CenteredClipping,SignFlipping,0.93
cnn_tanh,0.66,5,CenteredClipping,SignFlipping,0.93
cnn_tanh,1.0,0,CenteredClipping,SignFlipping,0.98
cnn_tanh,1.0,1,CenteredClipping,SignFlipping,0.98
cnn_tanh,1.0,2,CenteredClipping,SignFlipping,0.97
cnn_tanh,1.0,3,CenteredClipping,SignFlipping,0.97
cnn_tanh,1.0,4,CenteredClipping,SignFlipping,0.96
cnn_tanh,1.0,5,CenteredClipping,SignFlipping,0.96
cnn_tanh,0.0,0,CenteredClipping,Optimal_InnerProductManipulation,0.98
cnn_tanh,0.0,1,CenteredClipping,Optimal_InnerProductManipulation,0.81
cnn_tanh,0.0,2,CenteredClipping,Optimal_InnerProductManipulation,0.63
cnn_tanh,0.0,3,CenteredClipping,Optimal_InnerProductManipulation,0.38
cnn_tanh,0.0,4,CenteredClipping,Optimal_InnerProductManipulation,0.2
cnn_tanh,0.0,5,CenteredClipping,Optimal_InnerProductManipulation,0.23
cnn_tanh,0.33,0,CenteredClipping,Optimal_InnerProductManipulation,0.98
cnn_tanh,0.33,1,CenteredClipping,Optimal_InnerProductManipulation,0.84
cnn_tanh,0.33,2,CenteredClipping,Optimal_InnerProductManipulation,0.84
cnn_tanh,0.33,3,CenteredClipping,Optimal_InnerProductManipulation,0.81
cnn_tanh,0.33,4,CenteredClipping,Optimal_InnerProductManipulation,0.8
cnn_tanh,0.33,5,CenteredClipping,Optimal_InnerProductManipulation,0.76
cnn_tanh,0.66,0,CenteredClipping,Optimal_InnerProductManipulation,0.98
cnn_tanh,0.66,1,CenteredClipping,Optimal_InnerProductManipulation,0.96
cnn_tanh,0.66,2,CenteredClipping,Optimal_InnerProductManipulation,0.96
cnn_tanh,0.66,3,CenteredClipping,Optimal_InnerProductManipulation,0.95
cnn_tanh,0.66,4,CenteredClipping,Optimal_InnerProductManipulation,0.94
cnn_tanh,0.66,5,CenteredClipping,Optimal_InnerProductManipulation,0.93
cnn_tanh,1.0,0,CenteredClipping,Optimal_InnerProductManipulation,0.98
cnn_tanh,1.0,1,CenteredClipping,Optimal_InnerProductManipulation,0.98
cnn_tanh,1.0,2,CenteredClipping,Optimal_InnerProductManipulation,0.97
cnn_tanh,1.0,3,CenteredClipping,Optimal_InnerProductManipulation,0.97
cnn_tanh,1.0,4,CenteredClipping,Optimal_InnerProductManipulation,0.96
cnn_tanh,1.0,5,CenteredClipping,Optimal_InnerProductManipulation,0.95
