model,gamma,f,aggregator,attack,accuracy
snn_atan12,1.0,3,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,1.0,4,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,1.0,4,TrMean,SignFlipping,
snn_atan12,1.0,4,TrMean,Optimal_InnerProductManipulation,
snn_atan12,1.0,4,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,1.0,4,GeometricMedian,SignFlipping,
snn_atan12,1.0,4,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,1.0,4,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,1.0,4,MultiKrum,SignFlipping,
snn_atan12,1.0,4,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,1.0,4,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,1.0,4,CenteredClipping,SignFlipping,
snn_atan12,1.0,4,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,1.0,5,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,1.0,5,TrMean,SignFlipping,
snn_atan12,1.0,5,TrMean,Optimal_InnerProductManipulation,
snn_atan12,1.0,5,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,1.0,5,GeometricMedian,SignFlipping,
snn_atan12,1.0,5,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,1.0,5,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,1.0,5,MultiKrum,SignFlipping,
snn_atan12,1.0,5,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,1.0,5,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,1.0,5,CenteredClipping,SignFlipping,
snn_atan12,1.0,5,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.66,0,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,0,TrMean,SignFlipping,
snn_atan12,0.66,0,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.66,0,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,0,GeometricMedian,SignFlipping,
snn_atan12,0.66,0,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.66,0,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,0,MultiKrum,SignFlipping,
snn_atan12,0.66,0,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.66,0,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,0,CenteredClipping,SignFlipping,
snn_atan12,0.66,0,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.66,1,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,1,TrMean,SignFlipping,
snn_atan12,0.66,1,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.66,1,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,1,GeometricMedian,SignFlipping,
snn_atan12,0.66,1,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.66,1,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,1,MultiKrum,SignFlipping,
snn_atan12,0.66,1,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.66,1,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,1,CenteredClipping,SignFlipping,
snn_atan12,0.66,1,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.66,2,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,2,TrMean,SignFlipping,
snn_atan12,0.66,2,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.66,2,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,2,GeometricMedian,SignFlipping,
snn_atan12,0.66,2,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.66,2,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,2,MultiKrum,SignFlipping,
snn_atan12,0.66,2,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.66,2,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,2,CenteredClipping,SignFlipping,
snn_atan12,0.66,2,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.66,3,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,3,TrMean,SignFlipping,
snn_atan12,0.66,3,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.66,3,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,3,GeometricMedian,SignFlipping,
snn_atan12,0.66,3,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.66,3,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,3,MultiKrum,SignFlipping,
snn_atan12,0.66,3,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.66,3,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,3,CenteredClipping,SignFlipping,
snn_atan12,0.66,3,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.66,4,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,4,TrMean,SignFlipping,
snn_atan12,0.66,4,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.66,4,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,4,GeometricMedian,SignFlipping,
snn_atan12,0.66,4,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.66,4,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,4,MultiKrum,SignFlipping,
snn_atan12,0.66,4,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.66,4,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,4,CenteredClipping,SignFlipping,
snn_atan12,0.66,4,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.66,5,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,5,TrMean,SignFlipping,
snn_atan12,0.66,5,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.66,5,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,5,GeometricMedian,SignFlipping,
snn_atan12,0.66,5,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.66,5,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,5,MultiKrum,SignFlipping,
snn_atan12,0.66,5,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.66,5,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.66,5,CenteredClipping,SignFlipping,
snn_atan12,0.66,5,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.33,0,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,0,TrMean,SignFlipping,
snn_atan12,0.33,0,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.33,0,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,0,GeometricMedian,SignFlipping,
snn_atan12,0.33,0,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.33,0,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,0,MultiKrum,SignFlipping,
snn_atan12,0.33,0,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.33,0,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,0,CenteredClipping,SignFlipping,
snn_atan12,0.33,0,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.33,1,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,1,TrMean,SignFlipping,
snn_atan12,0.33,1,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.33,1,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,1,GeometricMedian,SignFlipping,
snn_atan12,0.33,1,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.33,1,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,1,MultiKrum,SignFlipping,
snn_atan12,0.33,1,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.33,1,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,1,CenteredClipping,SignFlipping,
snn_atan12,0.33,1,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.33,2,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,2,TrMean,SignFlipping,
snn_atan12,0.33,2,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.33,2,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,2,GeometricMedian,SignFlipping,
snn_atan12,0.33,2,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.33,2,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,2,MultiKrum,SignFlipping,
snn_atan12,0.33,2,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.33,2,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,2,CenteredClipping,SignFlipping,
snn_atan12,0.33,2,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.33,3,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,3,TrMean,SignFlipping,
snn_atan12,0.33,3,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.33,3,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,3,GeometricMedian,SignFlipping,
snn_atan12,0.33,3,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.33,3,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,3,MultiKrum,SignFlipping,
snn_atan12,0.33,3,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.33,3,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,3,CenteredClipping,SignFlipping,
snn_atan12,0.33,3,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.33,4,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,4,TrMean,SignFlipping,
snn_atan12,0.33,4,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.33,4,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,4,GeometricMedian,SignFlipping,
snn_atan12,0.33,4,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.33,4,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,4,MultiKrum,SignFlipping,
snn_atan12,0.33,4,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.33,4,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,4,CenteredClipping,SignFlipping,
snn_atan12,0.33,4,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.33,5,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,5,TrMean,SignFlipping,
snn_atan12,0.33,5,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.33,5,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,5,GeometricMedian,SignFlipping,
snn_atan12,0.33,5,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.33,5,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,5,MultiKrum,SignFlipping,
snn_atan12,0.33,5,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.33,5,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.33,5,CenteredClipping,SignFlipping,
snn_atan12,0.33,5,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.0,0,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,0,TrMean,SignFlipping,
snn_atan12,0.0,0,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.0,0,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,0,GeometricMedian,SignFlipping,
snn_atan12,0.0,0,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.0,0,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,0,MultiKrum,SignFlipping,
snn_atan12,0.0,0,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.0,0,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,0,CenteredClipping,SignFlipping,
snn_atan12,0.0,0,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.0,1,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,1,TrMean,SignFlipping,
snn_atan12,0.0,1,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.0,1,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,1,GeometricMedian,SignFlipping,
snn_atan12,0.0,1,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.0,1,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,1,MultiKrum,SignFlipping,
snn_atan12,0.0,1,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.0,1,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,1,CenteredClipping,SignFlipping,
snn_atan12,0.0,1,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.0,2,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,2,TrMean,SignFlipping,
snn_atan12,0.0,2,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.0,2,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,2,GeometricMedian,SignFlipping,
snn_atan12,0.0,2,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.0,2,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,2,MultiKrum,SignFlipping,
snn_atan12,0.0,2,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.0,2,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,2,CenteredClipping,SignFlipping,
snn_atan12,0.0,2,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.0,3,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,3,TrMean,SignFlipping,
snn_atan12,0.0,3,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.0,3,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,3,GeometricMedian,SignFlipping,
snn_atan12,0.0,3,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.0,3,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,3,MultiKrum,SignFlipping,
snn_atan12,0.0,3,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.0,3,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,3,CenteredClipping,SignFlipping,
snn_atan12,0.0,3,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.0,4,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,4,TrMean,SignFlipping,
snn_atan12,0.0,4,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.0,4,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,4,GeometricMedian,SignFlipping,
snn_atan12,0.0,4,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.0,4,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,4,MultiKrum,SignFlipping,
snn_atan12,0.0,4,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.0,4,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,4,CenteredClipping,SignFlipping,
snn_atan12,0.0,4,CenteredClipping,Optimal_InnerProductManipulation,
snn_atan12,0.0,5,TrMean,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,5,TrMean,SignFlipping,
snn_atan12,0.0,5,TrMean,Optimal_InnerProductManipulation,
snn_atan12,0.0,5,GeometricMedian,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,5,GeometricMedian,SignFlipping,
snn_atan12,0.0,5,GeometricMedian,Optimal_InnerProductManipulation,
snn_atan12,0.0,5,MultiKrum,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,5,MultiKrum,SignFlipping,
snn_atan12,0.0,5,MultiKrum,Optimal_InnerProductManipulation,
snn_atan12,0.0,5,CenteredClipping,Optimal_ALittleIsEnough_neg1,
snn_atan12,0.0,5,CenteredClipping,SignFlipping,
snn_atan12,0.0,5,CenteredClipping,Optimal_InnerProductManipulation,
